match_id,date,home_team,away_team,home_goals_ema_short,home_goals_ema_medium,home_goals_ema_long,home_goals_sma_short,home_goals_sma_medium,home_goals_sma_long,home_goals_momentum,home_goals_current_value,away_goals_ema_short,away_goals_ema_medium,away_goals_ema_long,away_goals_sma_short,away_goals_sma_medium,away_goals_sma_long,away_goals_momentum,away_goals_current_value,goals_ema_advantage,goals_momentum_advantage,home_goals_against_ema_short,home_goals_against_ema_medium,home_goals_against_ema_long,home_goals_against_sma_short,home_goals_against_sma_medium,home_goals_against_sma_long,home_goals_against_momentum,home_goals_against_current_value,away_goals_against_ema_short,away_goals_against_ema_medium,away_goals_against_ema_long,away_goals_against_sma_short,away_goals_against_sma_medium,away_goals_against_sma_long,away_goals_against_momentum,away_goals_against_current_value,goals_against_ema_advantage,goals_against_momentum_advantage,home_points_ema_short,home_points_ema_medium,home_points_ema_long,home_points_sma_short,home_points_sma_medium,home_points_sma_long,home_points_momentum,home_points_current_value,away_points_ema_short,away_points_ema_medium,away_points_ema_long,away_points_sma_short,away_points_sma_medium,away_points_sma_long,away_points_momentum,away_points_current_value,points_ema_advantage,points_momentum_advantage,home_trend_strength,away_trend_strength,home_macd,away_macd,macd_advantage,actual_result,actual_home_goals,actual_away_goals
1037,2017-03-18,Stoke City,Chelsea,0.738,0.942,1.083,0.6,1.2,1.25,-100.0,0.0,2.123,2.085,2.063,2.0,2.2,2.25,-33.33,2.0,-1.3850000000000002,-66.67,0.823,1.081,1.271,1.0,1.2,1.2,-100.0,0.0,0.937,0.845,0.805,1.0,0.9,0.55,1000.0,1.0,-0.1140000000000001,-1100.0,1.481,1.44,1.388,1.4,1.5,1.5,1000.0,1.0,2.513,2.433,2.377,2.2,2.3,2.65,0.0,3.0,-1.0319999999999998,1000.0,0,1,-0.345,0.06000000000000005,-0.405,A,1.0,2.0
1038,2017-03-18,Sunderland,Burnley,0.498,0.727,0.875,0.8,0.9,0.9,-100.0,0.0,1.248,1.236,1.172,1.2,1.4,1.25,-75.0,1.0,-0.75,-25.0,2.015,1.948,1.86,1.6,2.2,1.85,-33.33,2.0,1.826,1.601,1.491,1.8,1.4,1.5,100.0,2.0,0.18900000000000006,-133.32999999999998,0.408,0.599,0.742,0.8,0.5,0.85,0.0,0.0,0.488,0.809,0.995,0.4,1.1,1.2,-100.0,0.0,-0.08000000000000002,100.0,0,1,-0.377,0.07600000000000007,-0.45300000000000007,D,0.0,0.0
1039,2017-03-18,West Bromwich Albion,Arsenal,0.734,1.025,1.166,1.0,1.3,1.35,-100.0,0.0,1.521,1.769,1.938,1.4,1.8,2.0,0.0,1.0,-0.7869999999999999,-100.0,1.955,1.643,1.467,1.6,1.5,1.45,200.0,3.0,1.836,1.566,1.338,1.8,1.4,1.2,50.0,3.0,0.119,150.0,0.952,1.289,1.389,1.4,1.7,1.5,-100.0,0.0,1.153,1.455,1.695,1.2,1.6,1.85,0.0,0.0,-0.20100000000000007,-100.0,0,0,-0.43199999999999994,-0.41700000000000004,-0.014999999999999902,H,3.0,1.0
1040,2017-03-18,West Ham,Leicester,1.615,1.604,1.549,1.8,1.5,1.45,2000.0,2.0,1.708,1.238,1.144,1.2,0.7,1.1,3000.0,3.0,-0.09299999999999997,-1000.0,2.114,1.857,1.73,1.8,1.7,1.6,200.0,3.0,1.481,1.608,1.59,1.6,1.6,1.7,-50.0,1.0,0.6329999999999998,250.0,0.631,1.007,1.2,1.0,1.1,1.3,0.0,0.0,1.741,1.276,1.151,1.2,1.0,0.95,3000.0,3.0,-1.11,-3000.0,1,1,0.06600000000000006,0.5640000000000001,-0.498,A,2.0,3.0
1041,2017-03-19,Manchester City,Liverpool,1.387,1.633,1.769,2.0,1.7,1.75,-100.0,0.0,1.882,1.799,1.898,1.6,1.5,2.1,100.0,2.0,-0.4949999999999999,-200.0,0.36,0.719,0.957,0.2,0.9,1.1,0.0,0.0,1.324,1.34,1.293,1.4,1.4,1.25,1000.0,1.0,-0.9640000000000001,-1000.0,2.104,2.091,2.011,2.6,2.0,1.9,-66.67,1.0,2.109,1.84,1.816,1.8,1.5,1.9,0.0,3.0,-0.004999999999999893,-66.67,0,0,-0.3819999999999999,-0.016000000000000014,-0.3659999999999999,D,1.0,1.0
1042,2017-03-19,Middlesbrough,Manchester United,0.146,0.33,0.53,0.2,0.3,0.6,0.0,0.0,1.51,1.536,1.512,1.4,1.7,1.35,-50.0,1.0,-1.364,50.0,1.238,1.14,1.102,1.0,1.1,1.0,100.0,2.0,0.489,0.536,0.675,0.4,0.5,0.75,1000.0,1.0,0.749,-900.0,0.288,0.471,0.654,0.4,0.4,0.8,0.0,0.0,1.902,1.989,1.966,1.8,2.2,1.85,-66.67,1.0,-1.6139999999999999,66.67,0,0,-0.384,-0.0020000000000000018,-0.382,A,1.0,3.0
1043,2017-03-19,Tottenham,Southampton,2.355,2.21,2.123,1.6,2.4,2.05,-25.0,3.0,2.733,2.053,1.645,2.6,1.8,1.25,33.33,4.0,-0.3780000000000001,-58.33,1.086,0.918,0.862,0.8,0.8,0.85,100.0,2.0,1.884,1.715,1.521,1.6,1.9,1.4,200.0,3.0,-0.7979999999999998,-100.0,2.322,2.2,2.111,2.0,2.3,1.95,0.0,3.0,1.916,1.52,1.406,1.8,1.2,1.25,0.0,3.0,0.40600000000000014,0.0,1,1,0.23199999999999976,1.088,-0.8560000000000003,H,2.0,1.0
1049,2017-04-01,Leicester,Stoke City,2.139,1.558,1.321,1.8,1.0,1.25,200.0,3.0,0.825,0.952,1.075,0.8,1.1,1.2,-50.0,1.0,1.3139999999999998,250.0,1.654,1.679,1.629,1.8,1.6,1.65,2000.0,2.0,1.215,1.248,1.341,1.2,1.0,1.3,2000.0,2.0,0.43899999999999983,0.0,2.161,1.589,1.327,1.8,1.3,1.1,0.0,3.0,0.987,1.178,1.255,1.4,1.5,1.35,-100.0,0.0,1.174,100.0,1,0,0.8179999999999998,-0.25,1.0679999999999998,H,2.0,0.0
1051,2017-04-01,Burnley,Tottenham,0.832,1.012,1.06,1.0,1.0,1.15,-100.0,0.0,2.237,2.172,2.111,2.0,2.2,2.1,-50.0,2.0,-1.4050000000000002,-50.0,1.217,1.31,1.349,1.4,1.3,1.45,-100.0,0.0,1.057,0.933,0.875,1.0,0.8,0.85,0.0,1.0,0.16000000000000014,-100.0,0.658,0.844,0.996,0.6,0.9,1.1,1000.0,1.0,2.548,2.345,2.195,2.4,2.3,2.05,0.0,3.0,-1.8900000000000001,1000.0,0,1,-0.2280000000000001,0.1259999999999999,-0.354,A,0.0,2.0
1050,2017-04-01,Chelsea,Crystal Palace,2.082,2.07,2.057,2.2,2.1,2.2,-50.0,2.0,1.049,0.978,1.062,0.8,0.7,1.25,1000.0,1.0,1.033,-1050.0,0.958,0.873,0.823,1.0,1.0,0.6,-50.0,1.0,0.521,0.996,1.367,1.0,1.3,1.85,-100.0,0.0,0.43699999999999994,50.0,2.675,2.536,2.437,2.6,2.3,2.65,0.0,3.0,2.254,1.651,1.242,1.8,1.2,0.85,3000.0,3.0,0.4209999999999998,-3000.0,1,0,0.02499999999999991,-0.013000000000000123,0.038000000000000034,A,1.0,2.0
1048,2017-04-01,Hull City,West Ham,0.843,0.902,0.895,0.8,1.0,0.9,-100.0,0.0,1.743,1.676,1.592,1.6,1.7,1.5,2000.0,2.0,-0.9000000000000001,-2100.0,2.346,2.009,1.905,2.2,1.7,1.8,33.33,4.0,2.409,2.064,1.851,2.2,1.9,1.75,50.0,3.0,-0.06299999999999972,-16.67,0.974,0.975,0.903,0.8,1.1,0.85,0.0,0.0,0.421,0.824,1.086,0.4,1.1,1.15,0.0,0.0,0.5529999999999999,0.0,0,1,-0.052000000000000046,0.15100000000000002,-0.20300000000000007,H,2.0,1.0
1046,2017-04-01,Southampton,Bournemouth,2.155,1.862,1.584,2.2,1.6,1.3,0.0,1.0,1.819,1.654,1.551,1.4,1.6,1.5,-33.33,2.0,0.33599999999999985,33.33,1.923,1.767,1.566,2.0,2.0,1.5,-50.0,2.0,1.375,1.811,1.946,1.4,2.3,2.1,-100.0,0.0,0.548,50.0,1.277,1.244,1.272,1.2,0.9,1.2,0.0,0.0,1.869,1.372,1.177,1.4,0.9,1.05,200.0,3.0,-0.5920000000000001,-200.0,1,1,0.5709999999999997,0.268,0.3029999999999997,D,0.0,0.0
1047,2017-04-01,Liverpool,Everton,1.588,1.654,1.813,1.8,1.5,2.05,-50.0,1.0,2.911,2.535,2.15,2.2,2.6,1.9,33.33,4.0,-1.323,-83.33,1.216,1.278,1.265,1.2,1.5,1.25,-50.0,1.0,0.628,0.799,0.955,0.6,0.7,1.1,0.0,0.0,0.588,-50.0,1.74,1.687,1.738,2.0,1.3,1.8,0.0,1.0,2.338,2.134,1.901,2.0,2.3,1.75,0.0,3.0,-0.5980000000000001,0.0,0,1,-0.22499999999999987,0.7610000000000001,-0.986,H,3.0,1.0
1045,2017-04-01,Watford,Sunderland,1.116,1.132,1.12,1.2,1.1,1.0,-100.0,0.0,0.332,0.595,0.792,0.8,0.8,0.9,-100.0,0.0,0.784,0.0,1.822,1.765,1.739,1.8,1.8,1.75,-75.0,1.0,1.343,1.594,1.683,1.6,1.9,1.75,-100.0,0.0,0.4790000000000001,25.0,0.54,0.797,0.944,0.8,0.9,1.0,0.0,0.0,0.605,0.672,0.766,0.8,0.6,0.9,1000.0,1.0,-0.06499999999999995,-1000.0,0,0,-0.0040000000000000036,-0.46,0.456,H,1.0,0.0
1044,2017-04-01,Manchester United,West Bromwich Albion,2.007,1.802,1.654,1.8,1.8,1.45,0.0,3.0,1.489,1.384,1.341,1.4,1.4,1.45,0.0,3.0,0.518,0.0,0.66,0.62,0.706,0.4,0.6,0.75,0.0,1.0,1.637,1.526,1.423,1.8,1.5,1.4,0.0,1.0,-0.977,0.0,2.268,2.172,2.065,2.2,2.2,1.95,0.0,3.0,1.635,1.6,1.542,1.4,1.7,1.65,0.0,3.0,0.6329999999999998,0.0,1,1,0.3530000000000002,0.14800000000000013,0.20500000000000007,D,0.0,0.0
1052,2017-04-02,Arsenal,Manchester City,1.348,1.629,1.848,1.2,1.8,2.0,0.0,1.0,1.258,1.518,1.696,1.4,1.5,1.75,1000.0,1.0,0.09000000000000008,-1000.0,2.224,1.827,1.497,2.2,1.5,1.35,3000.0,3.0,0.574,0.77,0.961,0.4,1.0,1.1,0.0,1.0,1.6500000000000004,3000.0,0.769,1.19,1.533,0.6,1.6,1.7,-100.0,0.0,1.736,1.893,1.915,2.2,1.8,1.9,1000.0,1.0,-0.967,-1100.0,0,0,-0.5,-0.43799999999999994,-0.062000000000000055,D,2.0,2.0
1053,2017-04-02,Swansea City,Middlesbrough,1.088,1.282,1.319,1.4,1.5,1.4,-100.0,0.0,0.43,0.452,0.575,0.2,0.4,0.65,0.0,1.0,0.6580000000000001,-100.0,1.974,2.036,2.103,1.8,1.9,2.4,100.0,2.0,1.825,1.479,1.283,1.4,1.3,1.1,50.0,3.0,0.14900000000000002,50.0,0.82,1.069,1.106,1.2,1.5,1.1,-100.0,0.0,0.192,0.385,0.591,0.2,0.4,0.8,0.0,0.0,0.6279999999999999,-100.0,0,0,-0.23099999999999987,-0.14499999999999996,-0.08599999999999991,D,0.0,0.0
1054,2017-04-04,Burnley,Stoke City,0.555,0.828,0.959,0.8,0.9,1.15,-100.0,0.0,0.55,0.779,0.973,0.6,0.9,1.05,-100.0,0.0,0.0050000000000000044,0.0,1.478,1.435,1.411,1.6,1.3,1.55,2000.0,2.0,1.477,1.385,1.403,1.6,1.2,1.35,100.0,2.0,0.0009999999999998899,1900.0,0.439,0.69,0.901,0.4,0.9,1.05,-100.0,0.0,0.658,0.964,1.136,0.8,1.2,1.2,-100.0,0.0,-0.21900000000000003,0.0,0,0,-0.4039999999999999,-0.42299999999999993,0.019000000000000017,H,1.0,0.0
1055,2017-04-04,Leicester,Sunderland,2.092,1.639,1.386,2.2,1.1,1.2,2000.0,2.0,0.221,0.487,0.717,0.0,0.7,0.9,-100.0,0.0,1.871,2100.0,1.103,1.374,1.474,1.2,1.6,1.6,0.0,0.0,1.229,1.486,1.618,1.8,1.6,1.75,-50.0,1.0,-0.1260000000000001,50.0,2.441,1.846,1.486,2.4,1.3,1.1,200.0,3.0,0.404,0.55,0.693,0.2,0.6,0.9,-100.0,0.0,2.037,300.0,1,0,0.7060000000000002,-0.496,1.2020000000000002,H,2.0,0.0
1056,2017-04-04,Manchester United,Everton,1.338,1.474,1.496,1.8,1.5,1.45,-100.0,0.0,2.274,2.256,2.04,2.4,2.4,1.85,-75.0,1.0,-0.9359999999999999,-25.0,0.44,0.508,0.639,0.4,0.5,0.75,-100.0,0.0,1.419,1.199,1.149,1.2,1.0,1.25,3000.0,3.0,-0.9790000000000001,-3100.0,1.845,1.959,1.963,2.2,2.0,1.95,-66.67,1.0,1.558,1.746,1.72,1.8,2.0,1.6,-100.0,0.0,0.2869999999999999,33.33,0,1,-0.15799999999999992,0.23399999999999999,-0.3919999999999999,D,1.0,1.0
1057,2017-04-04,Watford,West Bromwich Albion,1.077,1.108,1.109,1.0,1.1,1.05,1000.0,1.0,0.993,1.132,1.213,1.0,1.1,1.45,0.0,0.0,0.08399999999999996,1000.0,1.215,1.444,1.573,1.6,1.4,1.75,-100.0,0.0,1.091,1.249,1.287,1.4,1.4,1.2,-100.0,0.0,0.12400000000000011,0.0,1.36,1.198,1.139,0.8,1.2,1.1,3000.0,3.0,1.423,1.491,1.491,1.4,1.5,1.7,1000.0,1.0,-0.06299999999999994,2000.0,0,0,-0.03200000000000003,-0.22000000000000008,0.18800000000000006,H,2.0,0.0
1063,2017-04-05,Hull City,Middlesbrough,1.229,1.102,1.0,1.2,1.1,1.0,-33.33,2.0,0.287,0.37,0.52,0.2,0.3,0.65,0.0,0.0,0.9420000000000002,-33.33,1.898,1.826,1.819,2.0,1.5,1.8,0.0,1.0,1.217,1.21,1.161,1.2,1.1,1.1,0.0,0.0,0.6809999999999998,0.0,1.649,1.344,1.103,1.4,1.4,1.0,0.0,3.0,0.461,0.497,0.63,0.4,0.5,0.8,0.0,1.0,1.188,0.0,1,0,0.2290000000000001,-0.23300000000000004,0.46200000000000013,H,4.0,2.0
1061,2017-04-05,Chelsea,Manchester City,1.721,1.875,1.957,1.8,1.8,2.05,1000.0,1.0,1.505,1.606,1.725,1.4,1.7,1.8,0.0,2.0,0.2160000000000002,1000.0,1.305,1.078,0.935,1.2,1.0,0.7,0.0,2.0,1.049,0.994,1.06,0.6,1.1,1.15,100.0,2.0,0.256,-100.0,1.784,2.075,2.205,2.0,2.0,2.5,0.0,0.0,1.491,1.731,1.828,1.8,1.9,1.9,-66.67,1.0,0.2929999999999999,66.67,0,0,-0.236,-0.2200000000000002,-0.015999999999999792,H,2.0,1.0
1062,2017-04-05,Arsenal,West Ham,1.565,1.697,1.863,1.4,1.9,1.95,0.0,2.0,1.496,1.553,1.536,1.4,1.8,1.55,-66.67,1.0,0.06899999999999995,66.67,2.149,1.858,1.545,2.2,1.7,1.35,2000.0,2.0,2.273,2.053,1.865,2.2,1.9,1.75,2000.0,2.0,-0.12400000000000011,0.0,0.846,1.156,1.482,0.8,1.4,1.6,-66.67,1.0,0.28,0.674,0.982,0.2,1.1,1.15,-100.0,0.0,0.566,33.33,0,0,-0.29800000000000004,-0.040000000000000036,-0.258,H,3.0,0.0
1059,2017-04-05,Liverpool,Bournemouth,2.059,1.899,1.926,2.0,1.6,2.0,200.0,3.0,1.212,1.353,1.404,1.4,1.3,1.5,-100.0,0.0,0.8470000000000002,300.0,1.144,1.227,1.24,1.4,1.4,1.2,0.0,1.0,0.917,1.481,1.76,1.0,2.0,2.0,-100.0,0.0,0.22699999999999987,100.0,2.16,1.926,1.859,2.0,1.5,1.8,200.0,3.0,1.58,1.304,1.16,1.6,0.9,1.1,1000.0,1.0,0.5800000000000001,-800.0,1,0,0.13300000000000023,-0.19199999999999995,0.3250000000000002,D,2.0,2.0
1058,2017-04-05,Swansea City,Tottenham,0.725,1.049,1.193,1.0,1.3,1.35,0.0,0.0,2.158,2.141,2.1,2.2,2.0,2.2,0.0,2.0,-1.4329999999999998,0.0,1.316,1.665,1.903,1.8,1.8,2.25,-100.0,0.0,0.705,0.763,0.791,1.0,0.7,0.85,0.0,0.0,0.6110000000000001,-100.0,0.88,1.056,1.096,0.8,1.3,1.15,1000.0,1.0,2.699,2.464,2.272,2.4,2.3,2.15,0.0,3.0,-1.819,1000.0,0,1,-0.4680000000000001,0.05799999999999983,-0.5259999999999999,A,1.0,3.0
1060,2017-04-05,Southampton,Crystal Palace,1.437,1.523,1.433,2.0,1.5,1.15,-100.0,0.0,1.366,1.163,1.152,1.2,0.9,1.3,100.0,2.0,0.07099999999999995,-200.0,1.282,1.446,1.417,1.6,1.6,1.45,-100.0,0.0,0.68,0.997,1.332,0.4,1.2,1.75,-50.0,1.0,0.602,-50.0,1.185,1.199,1.246,1.4,1.0,1.1,1000.0,1.0,2.503,1.896,1.409,2.4,1.5,1.0,3000.0,3.0,-1.318,-2000.0,1,1,0.0040000000000000036,0.2140000000000002,-0.2100000000000002,H,3.0,1.0
1064,2017-04-08,Bournemouth,Chelsea,1.475,1.471,1.46,1.6,1.4,1.55,0.0,2.0,1.814,1.898,1.961,2.0,2.0,2.05,-33.33,2.0,-0.33899999999999997,33.33,1.278,1.576,1.783,1.0,1.9,2.0,0.0,2.0,1.203,1.064,0.942,1.2,0.9,0.75,1000.0,1.0,0.07499999999999996,-1000.0,1.386,1.249,1.145,1.8,1.0,1.15,0.0,1.0,2.189,2.243,2.28,2.4,2.3,2.5,0.0,3.0,-0.8030000000000002,0.0,1,0,0.015000000000000124,-0.14700000000000002,0.16200000000000014,A,1.0,3.0
1065,2017-04-08,Manchester City,Hull City,1.337,1.496,1.656,1.2,1.6,1.65,1000.0,1.0,2.152,1.629,1.286,1.8,1.2,1.1,4000.0,4.0,-0.8150000000000002,-3000.0,1.366,1.177,1.149,1.0,1.2,1.25,-50.0,2.0,1.932,1.857,1.836,2.2,1.6,1.85,0.0,2.0,-0.5659999999999998,-50.0,0.994,1.416,1.654,1.2,1.6,1.75,0.0,0.0,2.099,1.645,1.283,1.8,1.4,1.0,3000.0,3.0,-1.1050000000000002,-3000.0,0,1,-0.31899999999999995,0.8660000000000001,-1.185,H,3.0,1.0
1066,2017-04-08,Middlesbrough,Burnley,0.858,0.666,0.661,0.6,0.5,0.65,2000.0,2.0,0.703,0.859,0.963,0.8,0.9,1.05,0.0,1.0,0.15500000000000003,2000.0,2.145,1.717,1.431,2.0,1.5,1.3,4000.0,4.0,0.985,1.174,1.277,1.4,1.3,1.45,-100.0,0.0,1.1600000000000001,4100.0,0.308,0.407,0.57,0.2,0.4,0.65,-100.0,0.0,1.293,1.11,1.101,0.8,0.9,1.05,3000.0,3.0,-0.9849999999999999,-3100.0,1,0,0.19699999999999995,-0.26,0.45699999999999996,D,0.0,0.0
1067,2017-04-08,Stoke City,Liverpool,0.367,0.637,0.88,0.6,0.6,1.0,-100.0,0.0,2.039,1.917,1.933,2.2,1.7,1.8,0.0,2.0,-1.6720000000000002,-100.0,1.318,1.315,1.365,1.0,1.2,1.35,0.0,1.0,1.429,1.368,1.312,1.2,1.5,1.25,-33.33,2.0,-0.11099999999999999,33.33,0.439,0.789,1.028,0.8,0.9,1.15,-100.0,0.0,1.773,1.757,1.777,2.2,1.5,1.7,1000.0,1.0,-1.3339999999999999,-1100.0,0,1,-0.513,0.1060000000000001,-0.6190000000000001,A,1.0,2.0
1068,2017-04-08,Tottenham,Watford,2.438,2.297,2.186,2.8,2.1,2.3,-25.0,3.0,1.385,1.27,1.194,1.4,1.3,1.1,2000.0,2.0,1.0530000000000002,-2025.0,0.803,0.806,0.811,0.8,0.8,0.85,1000.0,1.0,0.81,1.182,1.423,1.2,1.2,1.75,0.0,0.0,-0.007000000000000006,1000.0,2.799,2.562,2.341,3.0,2.3,2.25,0.0,3.0,1.907,1.525,1.317,1.4,1.5,1.1,200.0,3.0,0.8919999999999999,-200.0,1,1,0.2520000000000002,0.19100000000000006,0.061000000000000165,H,4.0,0.0
1069,2017-04-08,West Bromwich Albion,Southampton,0.662,0.927,1.097,0.6,1.1,1.35,-100.0,0.0,1.958,1.792,1.582,2.4,1.7,1.25,3000.0,3.0,-1.2959999999999998,-3100.0,1.394,1.385,1.355,1.6,1.2,1.25,2000.0,2.0,1.188,1.365,1.378,1.2,1.5,1.45,-66.67,1.0,0.20599999999999996,2066.67,0.949,1.22,1.349,0.8,1.5,1.55,-100.0,0.0,1.79,1.527,1.413,2.0,1.3,1.2,3000.0,3.0,-0.8410000000000001,-3100.0,0,1,-0.43499999999999994,0.3759999999999999,-0.8109999999999998,A,0.0,1.0
1070,2017-04-08,West Ham,Swansea City,0.997,1.27,1.389,1.2,1.5,1.5,-100.0,0.0,0.817,1.04,1.175,1.0,1.4,1.35,-66.67,1.0,0.18000000000000005,-33.33,2.515,2.225,1.973,2.6,2.2,1.85,200.0,3.0,1.877,1.908,2.007,1.8,1.7,2.25,50.0,3.0,0.6380000000000001,150.0,0.187,0.552,0.889,0.0,0.8,1.1,-100.0,0.0,0.587,0.864,0.991,0.8,1.3,1.15,-100.0,0.0,-0.39999999999999997,0.0,0,0,-0.392,-0.3580000000000001,-0.03399999999999992,H,1.0,0.0
1071,2017-04-09,Everton,Leicester,1.849,2.027,1.941,2.2,2.1,1.9,0.0,1.0,2.062,1.704,1.444,2.6,1.3,1.25,2000.0,2.0,-0.21299999999999986,-2000.0,1.279,1.163,1.135,1.4,1.1,1.05,1000.0,1.0,0.735,1.124,1.334,0.8,1.6,1.55,-100.0,0.0,0.5439999999999999,1100.0,1.372,1.61,1.651,1.4,1.8,1.65,-66.67,1.0,2.627,2.056,1.63,3.0,1.5,1.2,3000.0,3.0,-1.2549999999999997,-3066.67,0,1,-0.09200000000000008,0.6179999999999999,-0.71,H,4.0,2.0
1072,2017-04-09,Sunderland,Manchester United,0.148,0.398,0.648,0.0,0.5,0.85,-100.0,0.0,1.225,1.388,1.449,1.4,1.4,1.5,-50.0,1.0,-1.0770000000000002,-50.0,1.486,1.579,1.654,1.4,1.6,1.65,-33.33,2.0,0.627,0.597,0.673,0.6,0.5,0.6,1000.0,1.0,0.859,-1033.33,0.269,0.45,0.627,0.2,0.5,0.9,0.0,0.0,1.564,1.785,1.872,1.8,1.8,2.0,-66.67,1.0,-1.295,66.67,0,0,-0.5,-0.22399999999999998,-0.276,A,0.0,3.0
1073,2017-04-10,Crystal Palace,Arsenal,1.244,1.134,1.137,1.4,0.9,1.25,1000.0,1.0,2.043,1.934,1.971,1.8,2.0,2.1,0.0,3.0,-0.7990000000000002,1000.0,1.454,1.361,1.491,0.8,1.3,1.7,0.0,3.0,1.433,1.52,1.397,1.6,1.7,1.35,-100.0,0.0,0.020999999999999908,100.0,1.668,1.552,1.275,2.4,1.5,1.0,0.0,0.0,1.564,1.491,1.627,1.4,1.4,1.7,200.0,3.0,0.10399999999999987,-200.0,1,1,0.10699999999999998,0.07200000000000006,0.03499999999999992,H,3.0,0.0
1079,2017-04-15,Crystal Palace,Leicester,1.829,1.473,1.315,1.8,1.2,1.3,3000.0,3.0,2.041,1.758,1.497,2.4,1.5,1.3,2000.0,2.0,-0.21199999999999997,1000.0,0.969,1.114,1.349,0.8,1.0,1.55,-100.0,0.0,1.823,1.647,1.588,1.4,1.7,1.65,33.33,4.0,-0.854,-133.32999999999998,2.112,1.815,1.439,2.4,1.8,1.15,3000.0,3.0,1.751,1.682,1.475,2.4,1.5,1.2,0.0,0.0,0.3610000000000002,3000.0,1,1,0.514,0.5439999999999998,-0.029999999999999805,D,2.0,2.0
1080,2017-04-15,Southampton,Manchester City,1.639,1.648,1.527,1.8,1.8,1.3,1000.0,1.0,1.891,1.769,1.784,1.4,1.9,1.75,50.0,3.0,-0.252,950.0,0.792,1.116,1.246,1.2,1.2,1.35,-100.0,0.0,1.244,1.145,1.135,1.2,0.9,1.25,-50.0,1.0,-0.45199999999999996,-50.0,2.193,1.795,1.564,2.0,1.6,1.35,3000.0,3.0,1.662,1.704,1.782,1.2,1.9,1.85,200.0,3.0,0.5310000000000001,2800.0,1,1,0.1120000000000001,0.10699999999999998,0.0050000000000001155,A,0.0,3.0
1077,2017-04-15,Sunderland,West Ham,0.098,0.326,0.587,0.0,0.4,0.75,0.0,0.0,0.998,1.221,1.352,1.2,1.3,1.45,1000.0,1.0,-0.9,-1000.0,1.991,1.838,1.782,1.6,1.6,1.75,50.0,3.0,1.677,1.82,1.785,2.2,2.1,1.7,-100.0,0.0,0.31400000000000006,150.0,0.179,0.368,0.568,0.2,0.5,0.75,0.0,0.0,1.125,0.997,1.09,0.6,0.8,1.25,3000.0,3.0,-0.946,-3000.0,0,0,-0.489,-0.3540000000000001,-0.1349999999999999,D,2.0,2.0
1078,2017-04-15,Everton,Burnley,2.566,2.386,2.137,2.6,2.4,2.05,300.0,4.0,0.469,0.703,0.871,0.4,0.8,1.05,-100.0,0.0,2.097,400.0,1.519,1.315,1.218,1.2,1.3,1.1,100.0,2.0,0.657,0.961,1.155,0.8,1.1,1.25,0.0,0.0,0.8619999999999999,100.0,1.915,1.863,1.78,2.0,1.8,1.75,200.0,3.0,1.195,1.09,1.091,1.0,1.0,1.1,-66.67,1.0,0.72,266.67,1,0,0.4289999999999998,-0.402,0.8309999999999998,H,3.0,1.0
1075,2017-04-15,Watford,Swansea City,0.923,1.039,1.08,1.2,1.3,1.05,-100.0,0.0,0.545,0.851,1.063,0.4,1.1,1.3,-100.0,0.0,0.378,0.0,1.873,1.694,1.669,1.8,1.6,1.65,100.0,4.0,1.585,1.743,1.911,1.6,1.6,2.25,0.0,1.0,0.28800000000000003,100.0,1.271,1.248,1.191,1.2,1.4,1.1,-100.0,0.0,0.391,0.707,0.897,0.2,1.0,1.1,-100.0,0.0,0.8799999999999999,0.0,0,0,-0.15700000000000003,-0.5179999999999999,0.3609999999999999,H,1.0,0.0
1074,2017-04-15,Tottenham,Bournemouth,2.959,2.607,2.359,2.8,2.1,2.45,100.0,4.0,1.317,1.385,1.416,1.6,1.3,1.55,1000.0,1.0,1.6420000000000001,-900.0,0.535,0.66,0.734,0.8,0.8,0.8,-100.0,0.0,1.852,1.835,1.899,1.4,2.0,2.15,50.0,3.0,-1.3170000000000002,-150.0,2.866,2.641,2.404,3.0,2.3,2.35,200.0,3.0,0.924,1.022,1.036,1.6,0.9,1.0,0.0,0.0,1.9420000000000002,200.0,1,0,0.6000000000000001,-0.09899999999999998,0.6990000000000001,H,4.0,0.0
1076,2017-04-15,Stoke City,Hull City,0.578,0.703,0.892,0.4,0.6,1.05,0.0,1.0,1.768,1.514,1.259,1.8,1.3,1.15,1000.0,1.0,-1.19,-1000.0,1.545,1.439,1.426,1.4,1.3,1.4,100.0,2.0,2.288,2.065,1.947,2.2,1.7,1.85,3000.0,3.0,-0.7429999999999999,-2900.0,0.293,0.645,0.93,0.2,0.8,1.15,-100.0,0.0,1.4,1.346,1.161,1.8,1.4,1.0,-100.0,0.0,-1.107,0.0,0,1,-0.31400000000000006,0.5090000000000001,-0.8230000000000002,H,3.0,1.0
1081,2017-04-16,Manchester United,Chelsea,1.817,1.681,1.597,1.6,1.5,1.65,200.0,3.0,2.209,2.098,2.06,2.0,2.0,1.95,50.0,3.0,-0.3920000000000001,150.0,0.418,0.489,0.609,0.6,0.5,0.6,-100.0,0.0,1.136,1.052,0.947,1.2,1.0,0.8,1000.0,1.0,-0.718,-1100.0,2.042,2.006,1.979,1.8,1.8,2.1,200.0,3.0,2.459,2.381,2.349,2.4,2.3,2.5,0.0,3.0,-0.41700000000000026,200.0,1,1,0.21999999999999997,0.14900000000000002,0.07099999999999995,H,2.0,0.0
