match_id,date,home_team,away_team,home_goals_ema_short,home_goals_ema_medium,home_goals_ema_long,home_goals_sma_short,home_goals_sma_medium,home_goals_sma_long,home_goals_momentum,home_goals_current_value,away_goals_ema_short,away_goals_ema_medium,away_goals_ema_long,away_goals_sma_short,away_goals_sma_medium,away_goals_sma_long,away_goals_momentum,away_goals_current_value,goals_ema_advantage,goals_momentum_advantage,home_goals_against_ema_short,home_goals_against_ema_medium,home_goals_against_ema_long,home_goals_against_sma_short,home_goals_against_sma_medium,home_goals_against_sma_long,home_goals_against_momentum,home_goals_against_current_value,away_goals_against_ema_short,away_goals_against_ema_medium,away_goals_against_ema_long,away_goals_against_sma_short,away_goals_against_sma_medium,away_goals_against_sma_long,away_goals_against_momentum,away_goals_against_current_value,goals_against_ema_advantage,goals_against_momentum_advantage,home_points_ema_short,home_points_ema_medium,home_points_ema_long,home_points_sma_short,home_points_sma_medium,home_points_sma_long,home_points_momentum,home_points_current_value,away_points_ema_short,away_points_ema_medium,away_points_ema_long,away_points_sma_short,away_points_sma_medium,away_points_sma_long,away_points_momentum,away_points_current_value,points_ema_advantage,points_momentum_advantage,home_trend_strength,away_trend_strength,home_macd,away_macd,macd_advantage,actual_result,actual_home_goals,actual_away_goals,home_goals_bullish,home_goals_bearish,home_goals_convergence,home_points_bullish,home_points_bearish,home_points_convergence,away_goals_bullish,away_goals_bearish,away_goals_convergence,away_points_bullish,away_points_bearish,away_points_convergence,goals_ema_short_ratio,goals_ema_medium_ratio,goals_ema_long_ratio,points_ema_short_ratio,points_ema_medium_ratio,points_ema_long_ratio
450,2015-09-28,West Bromwich Albion,Everton,0.805,0.889,0.951,0.8,1.0,1.0,0.0,1.0,1.039,1.167,1.208,1.2,1.2,1.25,-100.0,0.0,-0.2339999999999998,100.0,0.578,0.931,1.14,0.6,1.1,1.15,0.0,0.0,0.614,0.827,0.978,0.6,1.2,1.05,-100.0,0.0,-0.036,100.0,1.852,1.564,1.4,1.6,1.5,1.45,0.0,3.0,1.491,1.47,1.426,1.6,1.2,1.45,1000.0,1.0,0.361,-1000.0,0,0,-0.1459999999999999,-0.169,0.0230000000000001,A,2.0,3.0,0,1,0.8726003490401397,1,0,0.6887052341597796,0,1,0.8554319931565441,1,0,0.9389671361502346,0.7673975214489992,0.7553101104502974,0.7807881773399015,1.2338441039307129,1.0567567567567568,0.9749303621169916
457,2015-10-03,Norwich City,Leicester,1.619,1.459,1.296,1.4,1.571,1.571,100.0,2.0,2.074,2.072,1.904,1.8,2.2,1.95,0.0,2.0,-0.4549999999999998,100.0,1.706,1.981,2.333,1.6,1.714,1.714,-33.33,2.0,2.712,2.018,1.664,2.2,1.5,1.45,5000.0,5.0,-1.0060000000000002,-5033.33,1.198,0.977,0.652,1.2,1.286,1.286,1000.0,1.0,1.185,1.56,1.603,1.2,1.9,1.8,-100.0,0.0,0.0129999999999999,1100.0,1,1,0.3229999999999999,0.1699999999999999,0.153,A,1.0,2.0,1,0,0.7558578987150416,1,0,0.646830530401035,1,0,0.8547008547008548,0,1,0.7052186177715092,0.7768714011516316,0.7007684918347743,0.6771159874608151,1.002510460251046,0.6222929936305732,0.4042157470551767
451,2015-10-03,Sunderland,West Ham,0.411,0.652,0.77,0.6,0.7,0.75,0.0,0.0,2.027,1.748,1.425,2.4,1.6,1.15,2000.0,2.0,-1.616,-2000.0,2.181,1.966,1.768,1.8,1.9,1.65,3000.0,3.0,1.326,1.299,1.281,1.4,1.4,1.4,100.0,2.0,0.855,2900.0,0.222,0.455,0.668,0.4,0.4,0.8,-100.0,0.0,1.854,1.615,1.365,2.0,1.3,1.1,1000.0,1.0,-1.632,-1100.0,0,1,-0.359,0.6020000000000001,-0.961,D,2.0,2.0,0,1,0.7358351729212657,0,1,0.6915629322268325,1,0,0.6242197253433208,1,0,0.6715916722632639,0.20176730486008837,0.3708759954493743,0.5365853658536586,0.11909871244635192,0.28,0.48581818181818187
452,2015-10-03,Aston Villa,Stoke City,1.314,1.24,1.167,1.4,1.0,1.35,100.0,2.0,1.422,1.366,1.328,1.0,1.6,1.35,-33.33,2.0,-0.1079999999999998,133.32999999999998,2.171,1.994,1.826,2.2,1.9,1.75,3000.0,3.0,1.4,1.315,1.244,1.4,1.1,1.1,1000.0,1.0,0.7709999999999999,2000.0,0.242,0.535,0.775,0.2,0.7,1.0,-100.0,0.0,1.445,1.254,1.251,1.0,1.3,1.35,0.0,3.0,-1.203,-100.0,1,1,0.147,0.0939999999999998,0.0530000000000001,A,0.0,1.0,1,0,0.8718395815170008,0,1,0.6523157208088716,1,0,0.9140767824497259,1,0,0.8375209380234505,0.9175977653631285,0.9011627906976744,0.8721973094170403,0.1663230240549828,0.4232594936708861,0.6145915939730373
453,2015-10-03,Bournemouth,Watford,1.288,1.027,0.671,1.8,1.286,1.286,1000.0,1.0,0.768,1.019,1.347,0.6,0.714,0.714,-100.0,0.0,0.52,1100.0,1.539,1.439,1.293,1.8,1.571,1.571,100.0,2.0,0.929,1.13,1.42,0.8,0.857,0.857,-50.0,1.0,0.6099999999999999,150.0,0.963,0.79,0.52,1.4,1.0,1.0,0.0,0.0,1.309,1.26,1.162,1.4,1.286,1.286,-100.0,0.0,-0.346,100.0,1,0,0.617,-0.579,1.196,D,1.0,1.0,1,0,0.6184291898577613,1,0,0.693000693000693,0,1,0.6333122229259025,1,0,0.8718395815170008,1.6555269922879177,0.9980563654033042,0.49447310243183495,0.730098559514784,0.6220472440944882,0.4436860068259386
454,2015-10-03,Chelsea,Southampton,1.706,1.599,1.601,1.8,1.5,1.45,100.0,2.0,1.899,1.627,1.454,1.6,1.6,1.3,3000.0,3.0,-0.193,-2900.0,1.704,1.651,1.418,1.8,1.9,1.25,100.0,2.0,1.286,1.285,1.221,0.8,1.4,1.25,-50.0,1.0,0.4179999999999999,150.0,1.34,1.429,1.671,1.4,1.2,1.8,0.0,1.0,1.592,1.357,1.291,1.6,1.2,1.15,3000.0,3.0,-0.252,-3000.0,1,1,0.1049999999999999,0.445,-0.3400000000000001,A,1.0,3.0,0,0,0.9049773755656109,0,1,0.7513148009015778,1,0,0.6920415224913494,1,0,0.7686395080707148,0.893661602933473,0.9767868051313378,1.0935792349726776,0.83645443196005,1.045354791514265,1.2843966179861646
455,2015-10-03,Crystal Palace,West Bromwich Albion,0.875,1.11,1.238,1.0,1.4,1.45,0.0,1.0,1.203,1.091,1.051,1.2,1.1,1.0,100.0,2.0,-0.328,-100.0,0.706,0.911,1.06,0.8,1.0,1.15,-100.0,0.0,1.385,1.307,1.317,1.2,1.4,1.3,200.0,3.0,-0.679,-300.0,1.693,1.658,1.59,1.8,1.8,1.65,3000.0,3.0,1.234,1.279,1.266,1.4,1.2,1.3,-100.0,0.0,0.4590000000000001,3100.0,0,1,-0.363,0.1520000000000001,-0.5150000000000001,H,2.0,0.0,0,1,0.7336757153338225,1,0,0.9066183136899365,1,0,0.8680555555555555,0,0,0.9689922480620154,0.7213520197856553,1.008174386920981,1.1668237511781339,1.3609324758842445,1.2862684251357641,1.2460815047021945
456,2015-10-03,Manchester City,Newcastle,1.427,1.847,2.072,1.4,2.5,2.25,-83.33,1.0,1.02,0.872,0.854,0.6,0.9,0.7,100.0,2.0,0.407,-183.33,1.822,1.251,1.035,1.2,0.8,0.95,4000.0,4.0,1.733,1.661,1.688,1.4,1.4,1.85,100.0,2.0,0.0889999999999999,3900.0,1.322,1.877,2.074,1.8,2.4,2.1,-100.0,0.0,0.497,0.517,0.593,0.4,0.7,0.5,0.0,1.0,0.8250000000000001,-100.0,0,1,-0.645,0.166,-0.811,H,6.0,1.0,0,1,0.60790273556231,0,1,0.5707762557077626,1,0,0.8576329331046313,0,1,0.9124087591240875,1.3854368932038834,2.0941043083900226,2.3981481481481484,2.6074950690335306,3.5616698292220113,3.4394693200663347
460,2015-10-04,Everton,Liverpool,1.693,1.5,1.378,1.2,1.3,1.4,3000.0,3.0,1.504,1.212,1.186,1.0,1.0,1.15,200.0,3.0,0.189,2800.0,1.076,1.04,1.075,1.0,1.1,1.1,0.0,2.0,1.811,1.71,1.523,1.8,1.9,1.4,100.0,2.0,-0.7349999999999999,-100.0,1.994,1.748,1.576,1.6,1.5,1.6,3000.0,3.0,1.546,1.406,1.494,1.0,1.2,1.55,200.0,3.0,0.4479999999999999,2800.0,1,1,0.3150000000000001,0.318,-0.0029999999999998,D,1.0,1.0,1,0,0.7604562737642585,1,0,0.7052186177715092,1,0,0.7587253414264036,0,0,0.9505703422053231,1.1182298546895642,1.2274959083469723,1.1521739130434783,1.281491002570694,1.2344632768361583,1.047872340425532
458,2015-10-04,Swansea City,Tottenham,0.808,1.011,1.141,0.8,1.1,1.3,0.0,1.0,1.924,1.526,1.437,1.4,1.2,1.4,4000.0,4.0,-1.116,-4000.0,1.461,1.303,1.274,1.2,1.3,1.2,3000.0,3.0,0.565,0.734,0.967,0.4,0.8,1.2,-66.67,1.0,0.8960000000000001,3066.67,0.809,1.126,1.335,1.0,1.2,1.55,-100.0,0.0,2.435,2.026,1.822,2.2,1.8,1.65,3000.0,3.0,-1.626,-3100.0,0,1,-0.3329999999999999,0.4869999999999999,-0.8199999999999998,D,2.0,2.0,0,1,0.7501875468867217,0,1,0.6553079947575361,1,0,0.6724949562878278,1,0,0.6199628022318661,0.4177869700103413,0.6582031249999999,0.7885279889426399,0.33087934560327203,0.5530451866404715,0.728711790393013
459,2015-10-04,Arsenal,Manchester United,2.259,1.82,1.731,1.6,1.5,1.7,400.0,5.0,2.328,1.853,1.645,2.0,1.5,1.55,50.0,3.0,-0.0689999999999999,350.0,1.254,1.004,0.894,0.8,0.9,0.75,100.0,2.0,0.838,0.855,0.881,1.0,0.7,0.9,-100.0,0.0,0.416,200.0,2.048,1.972,2.004,2.0,1.8,2.15,200.0,3.0,2.47,2.164,1.996,2.0,2.1,1.95,0.0,3.0,-0.4220000000000001,200.0,1,1,0.5279999999999998,0.6829999999999998,-0.155,H,3.0,0.0,1,0,0.6544502617801048,0,0,0.9578544061302682,1,0,0.5941770647653001,1,0,0.6784260515603798,0.9662104362703167,0.9769189479334407,1.0459214501510574,0.8258064516129032,0.9070837166513339,0.9990029910269194
461,2015-10-17,Chelsea,Aston Villa,1.471,1.49,1.544,1.4,1.5,1.45,1000.0,1.0,0.876,1.015,1.056,1.2,0.9,1.3,-100.0,0.0,0.5950000000000001,1100.0,2.136,1.897,1.569,2.0,2.1,1.35,0.0,3.0,1.781,1.813,1.747,2.0,2.0,1.7,-83.33,1.0,0.3550000000000002,83.33,0.893,1.169,1.512,0.8,1.1,1.75,0.0,0.0,0.161,0.438,0.701,0.2,0.4,1.0,0.0,0.0,0.732,0.0,0,0,-0.0729999999999999,-0.18,0.1070000000000001,H,2.0,0.0,0,1,0.9319664492078286,0,1,0.6176652254478073,0,1,0.8474576271186439,0,1,0.6493506493506493,1.6602708803611739,1.453658536585366,1.448405253283302,5.222222222222222,2.609375,2.126582278481013
462,2015-10-17,Crystal Palace,West Ham,1.25,1.272,1.311,1.0,1.5,1.5,-33.33,2.0,2.018,1.794,1.48,2.2,1.8,1.15,100.0,2.0,-0.7679999999999998,-133.32999999999998,0.471,0.745,0.959,0.6,0.8,1.05,-100.0,0.0,1.551,1.426,1.35,1.0,1.5,1.4,0.0,2.0,-1.08,-100.0,2.128,1.902,1.724,1.8,2.1,1.8,0.0,3.0,1.569,1.503,1.33,2.2,1.4,1.1,1000.0,1.0,0.5590000000000002,-1000.0,0,1,-0.0609999999999999,0.5379999999999998,-0.5989999999999998,A,1.0,3.0,0,1,0.942507068803016,1,0,0.7122507122507122,1,0,0.6501950585175553,1,0,0.8071025020177564,0.6163708086785011,0.70509977827051,0.8798657718120805,1.3476884103863205,1.257105089226702,1.2865671641791043
463,2015-10-17,Everton,Manchester United,1.462,1.409,1.342,1.4,1.4,1.35,-50.0,1.0,1.552,1.516,1.489,2.0,1.3,1.5,-100.0,0.0,-0.09,50.0,1.051,1.033,1.068,0.8,1.0,1.05,0.0,1.0,1.558,1.245,1.083,1.6,0.9,0.95,200.0,3.0,-0.5070000000000001,-200.0,1.663,1.612,1.521,1.8,1.6,1.6,-66.67,1.0,1.646,1.771,1.806,1.8,1.8,1.95,-100.0,0.0,0.0170000000000001,33.33,1,1,0.1199999999999998,0.0629999999999999,0.0569999999999999,A,0.0,3.0,1,0,0.8928571428571429,1,0,0.8756567425569176,1,0,0.9407337723424272,0,1,0.8620689655172413,0.9359795134443021,0.9233289646133683,0.895263509006004,1.0042270531400967,0.905109489051095,0.8375550660792951
464,2015-10-17,Manchester City,Bournemouth,2.951,2.602,2.446,2.2,2.5,2.3,50.0,6.0,1.192,1.022,0.703,1.2,1.25,1.25,1000.0,1.0,1.759,-950.0,1.548,1.205,1.032,1.4,0.9,1.0,-50.0,1.0,1.359,1.36,1.265,1.4,1.5,1.5,0.0,1.0,0.189,-50.0,1.881,2.081,2.162,1.8,2.4,2.1,0.0,3.0,0.975,0.828,0.566,1.0,1.0,1.0,1000.0,1.0,0.906,-1000.0,1,1,0.5049999999999999,0.489,0.0159999999999999,H,5.0,1.0,1,0,0.6644518272425249,0,1,0.7806401249024201,1,0,0.671591672263264,1,0,0.7097232079488999,2.4550748752079867,2.521317829457364,3.430575035063114,1.9096446700507614,2.483293556085919,3.7534722222222223
465,2015-10-17,Southampton,Leicester,2.266,1.877,1.601,2.2,1.9,1.45,-50.0,3.0,2.049,2.059,1.913,2.0,2.2,1.95,2000.0,2.0,0.217,-2050.0,1.191,1.233,1.2,1.0,1.3,1.2,0.0,1.0,2.141,1.833,1.601,2.2,1.6,1.4,1000.0,1.0,-0.95,-1000.0,2.061,1.656,1.454,2.0,1.5,1.3,0.0,3.0,1.79,1.822,1.736,1.6,1.9,1.9,200.0,3.0,0.2709999999999999,-200.0,1,1,0.665,0.1359999999999999,0.5290000000000001,D,2.0,2.0,1,0,0.6006006006006006,1,0,0.6222775357809583,0,0,0.8802816901408451,0,0,0.9487666034155597,1.1005342399222926,0.9072015466408894,0.8325533021320852,1.145,0.9039301310043667,0.8327605956471935
466,2015-10-17,Tottenham,Liverpool,1.949,1.612,1.491,1.6,1.4,1.4,0.0,2.0,1.336,1.173,1.169,1.2,1.0,1.1,0.0,1.0,0.613,0.0,1.044,0.964,1.066,0.6,0.7,1.2,2000.0,2.0,1.54,1.581,1.473,2.0,1.9,1.45,-66.67,1.0,-0.496,2066.67,1.956,1.839,1.744,2.2,1.9,1.65,-66.67,1.0,1.364,1.332,1.447,1.0,1.2,1.45,1000.0,1.0,0.5919999999999999,-1066.67,1,1,0.4579999999999999,0.167,0.2909999999999999,D,0.0,0.0,1,0,0.6858710562414266,1,0,0.8250825082508251,1,0,0.856898029134533,0,0,0.9233610341643583,1.4479940564635958,1.3626373626373627,1.2646310432569976,1.4235807860262006,1.3703427719821162,1.1969800960878516
467,2015-10-17,Watford,Arsenal,0.845,1.016,1.314,0.8,0.75,0.75,-50.0,1.0,2.506,2.034,1.852,2.2,1.7,1.75,3000.0,3.0,-1.6609999999999998,-3050.0,0.952,1.106,1.38,1.0,0.875,0.875,-50.0,1.0,0.836,0.821,0.809,0.8,0.8,0.7,0.0,0.0,0.1159999999999999,-50.0,1.206,1.212,1.147,1.4,1.25,1.25,0.0,1.0,2.365,2.159,2.099,2.4,2.0,2.15,200.0,3.0,-1.1590000000000005,-200.0,0,1,-0.4690000000000001,0.6539999999999997,-1.1229999999999998,A,0.0,3.0,0,1,0.6807351940095303,0,0,0.9442870632672333,1,0,0.6045949214026604,1,0,0.7898894154818326,0.3358505564387918,0.49706457925636016,0.7056928034371643,0.5077894736842105,0.5587828492392809,0.543859649122807
468,2015-10-17,West Bromwich Albion,Sunderland,0.802,0.893,0.951,0.8,1.0,1.0,-100.0,0.0,0.94,0.897,0.887,0.8,0.9,0.85,2000.0,2.0,-0.1379999999999999,-2100.0,1.59,1.433,1.382,1.0,1.5,1.4,2000.0,2.0,2.12,1.972,1.79,2.0,2.1,1.75,2000.0,2.0,-0.53,0.0,0.823,1.047,1.146,1.4,1.1,1.25,-100.0,0.0,0.481,0.554,0.7,0.4,0.4,0.8,0.0,1.0,0.3419999999999999,-100.0,0,1,-0.1489999999999999,0.0529999999999999,-0.2019999999999998,H,1.0,0.0,0,1,0.8703220191470844,0,1,0.7558578987150416,1,0,0.9496676163342831,0,1,0.8203445447087778,0.8442105263157895,0.9845644983461962,1.060200668896321,1.676171079429735,1.8563829787234039,1.6140845070422534
469,2015-10-18,Newcastle,Norwich City,1.013,0.896,0.868,0.8,0.9,0.75,0.0,1.0,1.412,1.376,1.268,1.4,1.5,1.5,0.0,1.0,-0.399,0.0,3.155,2.45,2.098,2.6,1.9,1.9,200.0,6.0,1.804,1.984,2.302,1.8,1.75,1.75,-33.33,2.0,1.3509999999999998,233.33,0.331,0.423,0.536,0.2,0.6,0.5,0.0,0.0,0.798,0.8,0.59,1.0,1.125,1.125,0.0,0.0,-0.467,0.0,1,1,0.1449999999999999,0.1439999999999999,0.001,H,6.0,2.0,1,0,0.8733624454148472,0,1,0.8298755186721991,1,0,0.8741258741258742,0,0,0.8278145695364237,0.7123769338959212,0.6464646464646465,0.6791862284820032,0.40965346534653463,0.5222222222222221,0.8933333333333334
470,2015-10-19,Swansea City,Stoke City,1.205,1.19,1.223,1.0,1.2,1.3,0.0,2.0,1.281,1.3,1.297,1.0,1.4,1.3,1000.0,1.0,-0.0759999999999998,-1000.0,1.64,1.43,1.343,1.4,1.5,1.25,-50.0,2.0,0.933,1.076,1.125,1.2,1.1,1.05,0.0,0.0,0.7069999999999999,-50.0,0.873,1.103,1.303,1.0,1.0,1.45,1000.0,1.0,1.964,1.572,1.418,1.4,1.3,1.35,200.0,3.0,-1.091,800.0,0,0,-0.018,-0.016,-0.002,A,0.0,1.0,0,0,0.9823182711198428,0,1,0.6993006993006994,0,0,0.984251968503937,1,0,0.6468305304010349,0.9333849728892333,0.9083969465648855,0.9357306809487377,0.44224924012158057,0.6972187104930467,0.9124649859943977
476,2015-10-24,Leicester,Crystal Palace,2.033,2.048,1.921,2.2,2.4,2.05,-60.0,2.0,1.167,1.223,1.281,0.8,1.3,1.4,0.0,1.0,0.8659999999999999,-60.0,2.094,1.863,1.639,2.4,1.8,1.4,100.0,2.0,1.314,1.155,1.153,1.0,1.0,1.15,3000.0,3.0,0.7799999999999998,-2900.0,1.527,1.673,1.666,1.6,1.9,1.95,-66.67,1.0,1.419,1.556,1.56,1.2,1.8,1.65,-100.0,0.0,0.1079999999999998,33.33,1,0,0.1119999999999998,-0.1139999999999998,0.2259999999999997,H,1.0,0.0,0,0,0.8992805755395684,0,0,0.8779631255487269,0,1,0.8976660682226213,0,1,0.8764241893076249,1.727272727272727,1.6609894566098944,1.4879938032532922,1.0685794261721482,1.0683269476372925,1.0611464968152866
475,2015-10-24,Arsenal,Everton,2.671,2.21,1.961,2.6,2.0,1.8,-25.0,3.0,0.975,1.153,1.215,1.4,1.2,1.35,0.0,0.0,1.6959999999999995,-25.0,0.557,0.672,0.732,0.8,0.8,0.7,-100.0,0.0,1.701,1.391,1.252,1.4,1.2,1.1,200.0,3.0,-1.144,-300.0,2.577,2.312,2.185,2.4,2.2,2.15,0.0,3.0,1.108,1.319,1.376,1.6,1.3,1.6,0.0,0.0,1.469,0.0,1,0,0.7099999999999997,-0.2400000000000001,0.9499999999999998,H,2.0,1.0,1,0,0.584795321637427,1,0,0.7183908045977012,0,1,0.8064516129032256,0,1,0.7886435331230285,2.711675126903553,1.9002579535683577,1.6008163265306121,2.305008944543828,1.7396538750940556,1.5764790764790766
474,2015-10-24,Aston Villa,Swansea City,0.584,0.83,0.955,0.8,0.8,1.3,0.0,0.0,0.804,0.974,1.106,0.6,1.0,1.25,0.0,0.0,-0.22,0.0,1.854,1.847,1.771,2.0,1.6,1.75,100.0,2.0,1.427,1.352,1.31,1.4,1.2,1.3,0.0,1.0,0.427,100.0,0.108,0.358,0.635,0.0,0.4,1.0,0.0,0.0,0.582,0.903,1.179,0.4,1.0,1.3,0.0,0.0,-0.474,0.0,0,0,-0.371,-0.302,-0.0689999999999999,A,1.0,2.0,0,1,0.7293946024799417,0,1,0.6548788474132285,0,1,0.7680491551459293,0,1,0.6261740763932373,0.7174447174447174,0.8434959349593496,0.8557347670250894,0.18243243243243243,0.3921139101861993,0.5340622371740958
472,2015-10-24,Stoke City,Watford,1.188,1.245,1.269,1.2,1.5,1.3,-83.33,1.0,0.564,0.831,1.189,0.8,0.667,0.667,-100.0,0.0,0.624,16.67,0.622,0.881,1.018,1.0,1.1,1.05,-100.0,0.0,1.635,1.45,1.534,1.2,1.111,1.111,50.0,3.0,-1.013,-150.0,2.309,1.831,1.569,2.0,1.5,1.35,0.0,3.0,0.804,0.992,1.038,1.4,1.111,1.111,-100.0,0.0,1.505,100.0,0,0,-0.0809999999999999,-0.6250000000000001,0.5440000000000002,A,0.0,2.0,0,1,0.9250693802035153,1,0,0.5747126436781609,0,1,0.6153846153846154,0,1,0.8103727714748784,2.0696864111498257,1.48038049940547,1.0583819849874894,2.8366093366093366,1.8273453093812375,1.4971374045801527
471,2015-10-24,West Ham,Chelsea,2.345,2.013,1.625,2.2,2.0,1.25,3000.0,3.0,1.647,1.583,1.587,1.6,1.7,1.5,-33.33,2.0,0.6980000000000002,3033.33,1.367,1.349,1.316,1.2,1.4,1.3,-50.0,1.0,1.424,1.552,1.419,1.6,1.8,1.35,-100.0,0.0,-0.0569999999999999,50.0,2.046,1.775,1.489,2.2,1.7,1.25,3000.0,3.0,1.595,1.502,1.654,1.4,1.4,1.75,0.0,3.0,0.4509999999999998,3000.0,1,1,0.7200000000000002,0.06,0.6600000000000001,H,2.0,1.0,1,0,0.5813953488372092,1,0,0.6422607578676944,0,0,0.9433962264150942,0,0,0.9442870632672333,1.415208207604104,1.263653483992467,1.0175328741390106,1.2747663551401869,1.1739417989417988,0.8948317307692308
473,2015-10-24,Norwich City,West Bromwich Albion,1.608,1.489,1.338,1.8,1.556,1.556,100.0,2.0,0.868,0.912,0.955,0.8,0.8,1.0,0.0,1.0,0.7400000000000001,100.0,3.203,2.715,2.654,2.4,2.222,2.222,100.0,6.0,1.06,1.173,1.25,1.0,1.5,1.4,-100.0,0.0,2.143,200.0,0.532,0.654,0.534,1.0,1.0,1.0,0.0,0.0,1.549,1.402,1.322,1.4,1.1,1.25,3000.0,3.0,-1.017,-3000.0,1,0,0.27,-0.0869999999999999,0.357,A,0.0,1.0,1,0,0.7874015748031495,0,0,0.998003992015968,0,1,0.9199632014719411,1,0,0.814995925020375,1.8314350797266516,1.6149674620390455,1.3865284974093266,0.3412443874278384,0.463172804532578,0.4009009009009009
477,2015-10-25,Bournemouth,Tottenham,1.128,1.018,0.731,1.2,1.222,1.222,1000.0,1.0,1.299,1.319,1.349,1.6,1.2,1.25,-100.0,0.0,-0.171,1100.0,2.573,2.021,1.62,2.2,1.889,1.889,400.0,5.0,0.696,0.789,0.964,0.6,0.7,1.1,0.0,0.0,1.877,400.0,0.65,0.678,0.512,0.8,0.889,0.889,0.0,0.0,1.638,1.687,1.673,2.2,1.7,1.55,-66.67,1.0,-0.988,66.67,1,0,0.3969999999999999,-0.05,0.4469999999999999,A,1.0,5.0,1,0,0.7158196134574089,0,0,0.8787346221441126,0,1,0.9523809523809523,0,0,0.9661835748792269,0.8617265087853323,0.7659894657637322,0.5378955114054452,0.3944174757281554,0.39952857984678847,0.30421865715983365
478,2015-10-25,Liverpool,Southampton,0.891,0.96,1.057,1.2,0.9,1.0,-100.0,0.0,2.177,1.899,1.639,2.0,1.5,1.55,2000.0,2.0,-1.286,-2100.0,1.027,1.293,1.333,1.4,1.6,1.4,-100.0,0.0,1.461,1.372,1.276,1.4,1.4,1.25,0.0,2.0,-0.4340000000000001,-100.0,1.243,1.272,1.404,1.2,1.3,1.35,1000.0,1.0,1.708,1.536,1.411,1.6,1.3,1.35,1000.0,1.0,-0.4649999999999998,0.0,0,1,-0.1659999999999999,0.538,-0.704,D,1.0,1.0,0,1,0.8576329331046313,0,1,0.8613264427217917,1,0,0.6501950585175552,1,0,0.7710100231303008,0.40740740740740744,0.5028810895756941,0.6409945421467556,0.7235157159487777,0.8227684346701164,0.9880365939479239
479,2015-10-25,Manchester United,Manchester City,2.035,1.786,1.633,2.4,1.5,1.55,3000.0,3.0,3.634,3.038,2.689,2.8,2.6,2.5,150.0,5.0,-1.5989999999999998,2850.0,1.039,1.019,0.98,1.2,0.8,0.95,0.0,0.0,1.365,1.168,1.029,1.6,0.8,0.95,1000.0,1.0,-0.326,-1000.0,2.098,1.994,1.919,2.4,2.0,1.95,200.0,3.0,2.254,2.248,2.242,1.8,2.4,2.25,0.0,3.0,-0.1560000000000001,200.0,1,1,0.4020000000000001,0.9449999999999998,-0.5429999999999997,D,0.0,0.0,1,0,0.7132667617689015,1,0,0.8481764206955048,1,0,0.5141388174807199,1,0,0.9881422924901185,0.5584522502744238,0.5859580052493439,0.6050389032975176,0.926678445229682,0.8830823737821081,0.8521314387211368
480,2015-10-25,Sunderland,Newcastle,0.627,0.734,0.802,0.4,0.9,0.85,-100.0,0.0,2.675,1.824,1.357,2.0,1.4,1.0,200.0,6.0,-2.048,-300.0,1.747,1.795,1.715,1.8,2.2,1.7,-66.67,1.0,2.77,2.368,2.089,2.8,1.9,2.0,2000.0,2.0,-1.023,-2066.67,0.321,0.453,0.633,0.2,0.3,0.8,0.0,0.0,1.221,0.892,0.771,0.8,0.9,0.5,0.0,3.0,-0.9000000000000001,0.0,0,1,-0.175,1.3179999999999998,-1.493,H,3.0,0.0,0,1,0.851063829787234,0,1,0.7621951219512195,1,0,0.43140638481449534,1,0,0.689655172413793,0.23351955307262573,0.4002181025081788,0.5866861741038771,0.2607636068237205,0.5022172949002217,0.8104993597951344
487,2015-10-31,Watford,West Ham,1.042,1.044,1.266,1.0,0.8,0.8,0.0,2.0,2.23,2.011,1.66,2.2,2.2,1.35,0.0,2.0,-1.188,0.0,1.09,1.187,1.388,1.2,1.0,1.0,-100.0,0.0,1.245,1.285,1.286,1.4,1.3,1.3,1000.0,1.0,-0.155,-1100.0,1.536,1.357,1.225,1.4,1.3,1.3,200.0,3.0,2.364,1.998,1.633,2.2,2.0,1.4,0.0,3.0,-0.8279999999999998,200.0,0,1,-0.2239999999999999,0.5700000000000001,-0.794,H,2.0,0.0,0,1,0.8169934640522876,1,0,0.7627765064836003,1,0,0.6369426751592356,1,0,0.5777007510109764,0.4651785714285715,0.516575952498763,0.7580838323353294,0.6470092670598148,0.6757968127490039,0.7455873402312843
481,2015-10-31,West Bromwich Albion,Leicester,0.912,0.928,0.96,1.0,0.8,1.0,1000.0,1.0,1.689,1.858,1.833,1.8,2.0,2.1,-75.0,1.0,-0.777,1075.0,0.707,0.959,1.131,1.0,1.1,1.3,-100.0,0.0,1.396,1.524,1.483,2.0,1.7,1.4,-100.0,0.0,-0.689,0.0,2.032,1.692,1.482,1.8,1.4,1.4,3000.0,3.0,2.018,1.914,1.793,1.6,1.9,2.05,0.0,3.0,0.0140000000000002,3000.0,0,0,-0.0479999999999999,-0.1439999999999999,0.0959999999999999,A,2.0,3.0,0,1,0.9541984732824427,1,0,0.6451612903225806,0,0,0.8741258741258742,1,0,0.816326530612245,0.5367863449087699,0.49678800856531047,0.5208898534997287,1.0019723865877714,0.8794178794178794,0.8219633943427621
