match_id,date,home_team,away_team,home_goals_ema_short,home_goals_ema_medium,home_goals_ema_long,home_goals_sma_short,home_goals_sma_medium,home_goals_sma_long,home_goals_momentum,home_goals_current_value,away_goals_ema_short,away_goals_ema_medium,away_goals_ema_long,away_goals_sma_short,away_goals_sma_medium,away_goals_sma_long,away_goals_momentum,away_goals_current_value,goals_ema_advantage,goals_momentum_advantage,home_goals_against_ema_short,home_goals_against_ema_medium,home_goals_against_ema_long,home_goals_against_sma_short,home_goals_against_sma_medium,home_goals_against_sma_long,home_goals_against_momentum,home_goals_against_current_value,away_goals_against_ema_short,away_goals_against_ema_medium,away_goals_against_ema_long,away_goals_against_sma_short,away_goals_against_sma_medium,away_goals_against_sma_long,away_goals_against_momentum,away_goals_against_current_value,goals_against_ema_advantage,goals_against_momentum_advantage,home_points_ema_short,home_points_ema_medium,home_points_ema_long,home_points_sma_short,home_points_sma_medium,home_points_sma_long,home_points_momentum,home_points_current_value,away_points_ema_short,away_points_ema_medium,away_points_ema_long,away_points_sma_short,away_points_sma_medium,away_points_sma_long,away_points_momentum,away_points_current_value,points_ema_advantage,points_momentum_advantage,home_trend_strength,away_trend_strength,home_macd,away_macd,macd_advantage,actual_result,actual_home_goals,actual_away_goals,home_goals_bullish,home_goals_bearish,home_goals_convergence,home_points_bullish,home_points_bearish,home_points_convergence,away_goals_bullish,away_goals_bearish,away_goals_convergence,away_points_bullish,away_points_bearish,away_points_convergence,goals_ema_short_ratio,goals_ema_medium_ratio,goals_ema_long_ratio,points_ema_short_ratio,points_ema_medium_ratio,points_ema_long_ratio,goals_ema_short_log_ratio,points_ema_short_log_ratio,goals_ema_medium_log_ratio,points_ema_medium_log_ratio,goals_ema_long_log_ratio,points_ema_long_log_ratio,goals_ema_short_squared_advantage,points_ema_short_squared_advantage,goals_ema_medium_squared_advantage,points_ema_medium_squared_advantage,goals_ema_long_squared_advantage,points_ema_long_squared_advantage
178,2014-12-26,Chelsea,West Ham,1.817,1.893,2.173,1.6,1.7,2.235,0.0,2.0,1.762,1.659,1.396,1.8,1.7,1.706,-33.33,2.0,0.0549999999999999,33.33,0.378,0.525,0.689,0.4,0.6,0.765,-100.0,0.0,0.637,0.824,0.963,0.6,0.9,1.118,-100.0,0.0,-0.259,0.0,2.393,2.366,2.496,2.0,2.3,2.471,0.0,3.0,2.303,2.064,1.633,2.6,2.1,1.824,0.0,3.0,0.0899999999999998,0.0,0,1,-0.3560000000000001,0.3660000000000001,-0.7220000000000002,H,2.0,0.0,0,1,0.7374631268436578,0,0,0.9066183136899364,1,0,0.7320644216691068,1,0,0.5988023952095809,1.025395033860045,1.134212103055722,1.5455192034139404,1.0345871162991789,1.140790742526519,1.5191722458916617,0.019717433907135234,0.02688333939344045,0.08434391373311534,0.09400384389026932,0.2808768323478557,0.2834955772791166,0.003024999999999993,0.008099999999999975,0.05475599999999999,0.09120400000000002,0.6037290000000002,0.744769
180,2014-12-26,Arsenal,Queens Park Rangers,2.212,1.976,1.879,2.0,1.9,1.765,0.0,2.0,1.848,1.532,1.146,1.8,1.6,1.176,50.0,3.0,0.3640000000000001,-50.0,1.52,1.345,1.229,1.2,1.2,1.235,0.0,2.0,1.866,1.778,1.671,1.8,1.7,1.882,-33.33,2.0,-0.3460000000000001,33.33,1.62,1.668,1.859,2.0,1.7,1.588,0.0,1.0,1.716,1.368,0.991,1.8,1.3,1.0,3000.0,3.0,-0.0959999999999998,-3000.0,1,1,0.3330000000000002,0.7020000000000002,-0.369,H,2.0,1.0,1,0,0.7501875468867216,0,1,0.8071025020177564,1,0,0.5875440658049353,1,0,0.5797101449275363,1.1905274488697524,1.2814526588845654,1.6254325259515572,0.9385863267670916,1.2104499274310594,1.8571428571428577,0.12027680253478597,-0.035985891923444195,0.16157061268891562,0.1192834110316179,0.2938373674215322,0.36183488825811544,0.13249600000000009,-0.009215999999999974,0.19713599999999995,0.0899999999999999,0.5372890000000001,0.753424
179,2014-12-26,Burnley,Liverpool,0.872,0.855,0.837,0.8,0.9,0.706,0.0,1.0,1.153,1.162,1.317,1.2,1.1,1.235,-33.33,2.0,-0.281,33.33,1.327,1.447,1.747,1.2,1.6,1.529,-33.33,2.0,1.682,1.497,1.366,1.2,1.4,1.412,0.0,2.0,-0.355,-33.33,1.062,1.056,0.836,1.0,1.1,0.882,0.0,0.0,1.044,1.22,1.547,1.6,1.2,1.294,-66.67,1.0,0.018,66.67,1,0,0.035,-0.1639999999999999,0.1989999999999999,A,0.0,1.0,1,0,0.9661835748792268,1,0,0.8156606851549756,0,1,0.859106529209622,0,1,0.6653359946773121,0.7497850386930353,0.7295221843003413,0.6307460437076111,1.0075901328273245,0.8585365853658538,0.5369299935773925,-0.1398548403268258,0.008767713253310374,-0.15314902315761808,-0.0767448482912693,-0.23213943921725066,-0.32732690379902124,-0.07896100000000002,0.00032400000000000056,-0.09424899999999996,-0.026895999999999975,-0.2304,-0.505521
177,2014-12-26,Crystal Palace,Southampton,0.495,0.749,0.937,0.4,0.9,1.118,-100.0,0.0,1.375,1.346,1.393,0.8,1.7,1.647,-62.5,3.0,-0.88,-37.5,1.587,1.485,1.586,1.2,1.5,1.588,50.0,3.0,0.873,0.939,1.055,1.4,0.8,0.765,0.0,0.0,0.714,50.0,0.603,0.722,0.674,0.6,0.7,0.882,0.0,0.0,1.284,1.3,1.237,0.6,1.6,1.706,0.0,3.0,-0.681,0.0,0,0,-0.442,-0.018,-0.424,A,1.0,3.0,0,1,0.6934812760055478,0,0,0.9337068160597572,0,0,0.9823182711198428,0,0,0.9551098376313276,0.3574007220216606,0.5523598820058997,0.6678545972915182,0.4659969088098917,0.5511450381679389,0.5404971932638332,-0.46287123064395463,-0.3540514181663478,-0.2936675541948187,-0.2894227169295649,-0.21140742450137737,-0.289919710440709,-0.7744,-0.4637610000000001,-0.3564090000000001,-0.3340840000000001,-0.20793599999999995,-0.31696900000000006
176,2014-12-26,Everton,Stoke City,1.04,1.25,1.497,1.0,1.4,1.588,-100.0,0.0,0.941,1.035,0.893,1.0,1.2,1.059,-100.0,0.0,0.099,0.0,1.722,1.518,1.575,1.6,1.1,1.588,3000.0,3.0,1.653,1.549,1.392,1.6,1.5,1.353,100.0,2.0,0.0689999999999999,2900.0,1.022,1.154,1.178,0.8,1.5,1.235,-100.0,0.0,0.818,0.93,0.855,0.8,1.1,1.118,-100.0,0.0,0.204,0.0,0,1,-0.4570000000000001,0.0479999999999999,-0.505,A,0.0,1.0,0,1,0.6863417982155113,0,1,0.8650519031141869,0,0,0.9541984732824428,0,0,0.9643201542912248,1.0935856992639328,1.1961722488038278,1.6578073089700998,1.2342995169082127,1.227659574468085,1.3618497109826588,0.04974650366925195,0.10635012484299261,0.1004343973217704,0.1098065758174025,0.2769271390704503,0.16052232845137027,0.009801000000000018,0.04161600000000003,0.04622500000000004,0.05017599999999994,0.3648160000000001,0.10432899999999996
175,2014-12-26,Leicester,Tottenham,0.409,0.62,0.942,0.8,0.4,0.882,0.0,0.0,1.438,1.315,1.239,1.2,1.3,1.294,100.0,2.0,-1.029,-100.0,1.824,1.803,1.8,2.2,1.7,1.706,100.0,2.0,1.114,1.22,1.089,1.2,1.6,1.353,-75.0,1.0,0.71,175.0,0.065,0.232,0.482,0.0,0.1,0.588,0.0,0.0,2.232,1.946,1.96,2.0,1.6,1.588,3000.0,3.0,-2.1670000000000003,-3000.0,0,1,-0.5329999999999999,0.1989999999999998,-0.7319999999999998,A,1.0,2.0,0,1,0.6523157208088716,0,1,0.7057163020465772,1,0,0.8340283569641369,0,0,0.7861635220125784,0.2824585635359116,0.4679245283018868,0.754203362690152,0.0289919714540588,0.1186094069529652,0.2446700507614213,-0.5482977981425365,-1.1101263414974605,-0.35698353829390467,-0.8718094529291105,-0.14231096774748458,-0.6917967414620738,-1.058841,-4.695889000000001,-0.4830249999999999,-2.937796,-0.08820900000000009,-2.184484
174,2014-12-26,Manchester United,Newcastle,1.875,1.84,1.676,2.2,1.7,1.765,-50.0,1.0,0.794,0.93,0.844,0.8,1.1,1.059,-100.0,0.0,1.081,50.0,0.7,0.827,1.103,0.6,0.8,1.059,-50.0,1.0,1.582,1.385,1.431,1.6,0.9,1.353,1000.0,1.0,-0.8820000000000001,-1050.0,2.215,2.16,1.725,2.6,2.1,1.882,0.0,1.0,0.896,1.222,1.129,0.8,1.9,1.353,-100.0,0.0,1.319,100.0,1,0,0.199,-0.0499999999999999,0.249,H,3.0,1.0,1,0,0.8340283569641367,1,0,0.6711409395973156,0,0,0.9523809523809526,0,0,0.8110300081103,2.3320895522388057,1.9574468085106385,1.962529274004684,2.444812362030905,1.7532467532467533,1.514486391571554,0.4716049106127093,0.5280809538567527,0.3862840492563204,0.3521643363813825,0.3723860171315801,0.24681604220386502,1.168561,1.739761,0.8281000000000001,0.8798440000000003,0.692224,0.3552160000000001
173,2014-12-26,Swansea City,Aston Villa,1.126,1.21,1.367,1.2,1.2,1.294,0.0,1.0,0.863,0.793,0.765,1.0,0.7,0.647,1000.0,1.0,0.2629999999999999,-1000.0,1.112,1.151,1.119,1.2,1.1,1.118,-100.0,0.0,0.936,1.021,0.952,0.8,1.2,1.235,-66.67,1.0,0.176,-33.33,1.528,1.469,1.699,1.4,1.4,1.471,3000.0,3.0,1.227,1.251,1.489,1.6,1.0,1.176,1000.0,1.0,0.3009999999999999,2000.0,0,1,-0.2410000000000001,0.0979999999999999,-0.3390000000000001,H,1.0,0.0,0,1,0.8058017727639,0,0,0.8539709649871904,1,0,0.9107468123861568,0,1,0.7923930269413629,1.2898052691867123,1.506849315068493,1.7638709677419355,1.2352465642683912,1.1649484536082475,1.133422281521014,0.13205418830030474,0.12677308800938034,0.20910232090666545,0.09243864843844743,0.29347264014658675,0.08100031065041269,0.06916899999999995,0.09060099999999996,0.17388899999999993,0.04752400000000009,0.36240399999999995,0.044099999999999986
172,2014-12-26,West Bromwich Albion,Manchester City,1.077,0.991,1.151,0.8,0.9,1.0,0.0,2.0,2.215,2.181,2.132,2.4,2.2,2.118,-25.0,3.0,-1.138,25.0,1.475,1.39,1.469,1.2,1.4,1.353,50.0,3.0,0.251,0.481,0.546,0.2,0.7,0.824,-100.0,0.0,1.2240000000000002,150.0,0.917,0.927,0.964,0.8,0.9,1.0,-100.0,0.0,2.89,2.689,2.588,3.0,2.5,2.294,0.0,3.0,-1.973,-100.0,0,1,-0.074,0.0829999999999997,-0.1569999999999998,A,1.0,3.0,0,0,0.9310986964618247,0,1,0.9551098376313276,1,0,0.9233610341643584,1,0,0.7680491551459293,0.4840449438202248,0.4523048836147878,0.5373482726423904,0.3162068965517242,0.3434605409410893,0.3710546574287914,-0.4369028127956074,-0.7076476935668474,-0.4685585876849477,-0.6493910291823092,-0.3757389278429638,-0.6026117342642755,-1.2950439999999999,-3.8927290000000005,-1.4161,-3.104644,-0.9623610000000001,-2.637376
171,2014-12-26,Sunderland,Hull City,0.767,0.808,1.027,0.6,0.7,0.882,1000.0,1.0,0.191,0.435,0.694,0.2,0.4,0.882,-100.0,0.0,0.5760000000000001,1100.0,0.776,1.11,1.398,1.0,1.7,1.412,-100.0,0.0,1.255,1.286,1.126,1.4,1.3,1.412,-50.0,1.0,-0.4789999999999998,-50.0,1.596,1.325,1.18,1.2,1.1,1.118,3000.0,3.0,0.296,0.521,1.016,0.4,0.4,0.765,-100.0,0.0,1.3,3100.0,0,0,-0.2599999999999999,-0.5029999999999999,0.243,A,1.0,3.0,0,1,0.7936507936507938,1,0,0.7062146892655367,0,1,0.6653359946773121,0,1,0.5813953488372093,3.81592039800995,1.8157303370786515,1.458806818181818,5.215686274509804,2.4952919020715627,1.1500974658869394,0.3944899029643962,0.6946892009117605,0.23105641275840036,0.424352025762164,0.17946427124000042,0.0782095265918754,0.33177600000000007,1.6900000000000002,0.13912900000000003,0.6464159999999999,0.11088899999999997,0.026895999999999975
188,2014-12-28,Aston Villa,Sunderland,0.575,0.649,0.692,0.8,0.7,0.611,0.0,0.0,0.844,0.843,1.025,0.8,0.8,0.889,1000.0,1.0,-0.269,-1000.0,0.958,1.017,0.956,0.8,1.0,1.222,-50.0,1.0,1.517,1.454,1.55,1.6,1.2,1.5,50.0,3.0,-0.5589999999999999,-100.0,0.818,1.024,1.347,1.4,1.0,1.111,0.0,0.0,1.064,1.084,1.067,1.0,1.1,1.056,0.0,0.0,-0.2460000000000001,0.0,0,0,-0.1169999999999999,-0.1809999999999999,0.0639999999999999,D,0.0,0.0,0,1,0.8952551477170994,0,1,0.6540222367560498,0,0,0.8467400508044031,0,0,0.997008973080758,0.6733021077283372,0.7608440797186401,0.6685990338164252,0.7616387337057727,0.9360146252285192,1.2506963788300836,-0.15768185285680567,-0.1269088518640292,-0.11122563511022437,-0.029213372465901395,-0.17965843937447087,0.1270396361692551,-0.07236100000000001,-0.060516000000000056,-0.03763599999999998,-0.0036000000000000064,-0.11088899999999997,0.07840000000000001
187,2014-12-28,Hull City,Leicester,1.128,0.901,0.914,0.8,0.5,1.0,3000.0,3.0,0.606,0.689,0.948,0.6,0.5,0.889,1000.0,1.0,0.5219999999999999,2000.0,1.17,1.234,1.114,1.0,1.2,1.389,1000.0,1.0,1.883,1.839,1.819,2.0,1.8,1.722,0.0,2.0,-0.7130000000000001,1000.0,1.197,0.971,1.205,1.0,0.6,0.889,200.0,3.0,0.043,0.19,0.436,0.0,0.1,0.556,0.0,0.0,1.154,200.0,1,0,0.2139999999999998,-0.3419999999999999,0.5559999999999998,A,0.0,1.0,0,0,0.8237232289950577,0,0,0.992063492063492,0,1,0.7451564828614009,0,1,0.7178750897343862,1.831168831168831,1.2889842632331905,0.954070981210856,22.58490566037736,4.8549999999999995,2.701793721973094,0.2814359559548282,0.7449916173838379,0.11824342568062916,0.5045877210471452,-0.017607912189580733,0.428866038272777,0.2724839999999999,1.3317160000000003,0.04494400000000003,0.6099609999999999,-0.0011559999999999945,0.5913610000000002
186,2014-12-28,Manchester City,Burnley,2.477,2.33,2.215,2.4,2.1,2.167,200.0,3.0,0.581,0.7,0.757,0.6,0.8,0.667,-100.0,0.0,1.896,300.0,0.501,0.576,0.589,0.4,0.7,0.833,-50.0,1.0,1.218,1.365,1.676,1.2,1.4,1.5,-66.67,1.0,-0.717,16.67,2.927,2.746,2.627,3.0,2.5,2.333,3000.0,3.0,0.708,0.864,0.756,0.8,1.1,0.833,0.0,0.0,2.2190000000000003,3000.0,1,0,0.262,-0.176,0.438,D,2.0,2.0,1,0,0.7923930269413629,1,0,0.769230769230769,0,1,0.8503401360544216,0,0,0.9541984732824428,4.191201353637902,3.2816901408450705,2.887874837027379,4.076601671309192,3.14187643020595,3.429503916449086,0.7881122947983894,0.8325526802294946,0.6723440529301822,0.6979638877584974,0.6042195484846224,0.7253673650878403,3.594816,4.923961000000001,2.6569000000000003,3.5419240000000003,2.1257639999999993,3.500640999999999
185,2014-12-28,West Ham,Arsenal,1.174,1.358,1.263,1.6,1.4,1.611,-100.0,0.0,2.141,1.981,1.89,2.2,1.9,1.778,0.0,2.0,-0.967,-100.0,1.091,1.038,1.062,1.0,1.0,1.167,100.0,2.0,1.347,1.282,1.207,1.4,1.1,1.222,1000.0,1.0,-0.256,-900.0,1.536,1.688,1.478,2.0,1.8,1.722,-100.0,0.0,2.08,1.91,1.967,2.0,1.9,1.667,0.0,3.0,-0.544,-100.0,0,1,-0.0889999999999999,0.2510000000000001,-0.3400000000000001,A,1.0,2.0,0,0,0.9182736455463728,0,0,0.9451795841209828,1,0,0.7993605115907273,0,0,0.8984725965858041,0.5457926545792655,0.682069311903566,0.6647368421052632,0.7349282296650719,0.8791666666666667,0.7475973697521496,-0.3679724318574919,-0.19434156041050368,-0.2344450125807552,-0.07935565852249822,-0.24456513547294045,-0.18009955810173417,-0.9350890000000002,-0.29593600000000003,-0.388129,-0.04928399999999999,-0.393129,-0.2391210000000001
189,2014-12-28,Newcastle,Everton,0.863,0.942,0.859,1.0,1.1,1.056,-50.0,1.0,0.693,1.023,1.354,0.8,1.1,1.5,-100.0,0.0,0.17,50.0,2.055,1.678,1.581,2.0,1.2,1.444,200.0,3.0,1.481,1.424,1.52,1.4,1.2,1.556,0.0,1.0,0.5740000000000001,200.0,0.598,1.0,1.021,0.8,1.6,1.278,-100.0,0.0,0.681,0.944,1.066,0.8,1.2,1.167,-100.0,0.0,-0.083,0.0,1,0,0.004,-0.6610000000000001,0.6650000000000001,H,3.0,2.0,0,0,0.99601593625498,0,1,0.7027406886858749,0,1,0.6020469596628537,0,1,0.7220216606498195,1.2275960170697011,0.9119070667957406,0.6297653958944281,0.8654124457308248,1.0482180293501049,0.948884758364312,0.09568598846845304,-0.05063600708239575,-0.040863188316475126,0.028399474521697957,-0.23607730009877811,-0.022021932275962764,0.028900000000000012,-0.006889000000000012,-0.006560999999999994,0.0031360000000000055,-0.2450250000000001,-0.0020250000000000138
183,2014-12-28,Southampton,Chelsea,1.916,1.647,1.546,1.4,1.2,1.722,200.0,3.0,1.878,1.912,2.156,2.0,1.7,2.222,100.0,2.0,0.038,100.0,0.915,0.95,1.05,1.0,0.9,0.778,1000.0,1.0,0.252,0.43,0.624,0.4,0.5,0.722,-100.0,0.0,0.663,1100.0,1.856,1.609,1.405,1.2,1.6,1.778,0.0,3.0,2.595,2.481,2.544,2.4,2.3,2.5,200.0,3.0,-0.7390000000000001,-200.0,1,0,0.3699999999999999,-0.2780000000000002,0.6480000000000001,D,1.0,1.0,1,0,0.7299270072992702,1,0,0.6891798759476223,0,1,0.7824726134585288,0,0,0.951474785918173,1.0148305084745763,0.8569198751300728,0.713758079409049,0.7124760076775433,0.6459253311922923,0.5501174628034456,0.013117205681235566,-0.2301219466956721,-0.0954132070894752,-0.2883526026747104,-0.214781902848413,-0.38770612918510994,0.0014440000000000026,-0.5461210000000002,-0.07022499999999995,-0.7603839999999998,-0.3721000000000001,-1.297321
182,2014-12-28,Stoke City,West Bromwich Albion,0.961,1.029,0.904,1.2,1.1,1.056,1000.0,1.0,1.052,0.992,1.137,1.0,0.8,1.0,-50.0,1.0,-0.091,1050.0,1.102,1.267,1.26,1.4,1.4,1.278,-100.0,0.0,1.983,1.683,1.615,1.6,1.5,1.444,50.0,3.0,-0.881,-150.0,1.546,1.306,1.06,1.4,1.1,1.222,3000.0,3.0,0.611,0.758,0.872,0.8,0.8,0.944,-100.0,0.0,0.935,3100.0,1,0,0.0569999999999999,-0.0849999999999999,0.1419999999999999,H,2.0,0.0,0,0,0.946073793755913,1,0,0.6729475100942126,0,0,0.9216589861751152,0,1,0.7930214115781126,0.9048964218455744,1.026946107784431,0.7881429816913688,2.4895330112721417,1.7005208333333333,1.2018140589569162,-0.04536038009431392,0.4576683959403776,0.01840390168127121,0.2713376225838821,-0.115446039967837,0.09569860474608949,-0.008281000000000014,0.8742250000000001,0.0013689999999999941,0.30030400000000007,-0.05428899999999999,0.03534400000000002
181,2014-12-28,Tottenham,Manchester United,1.625,1.44,1.312,1.2,1.4,1.333,100.0,2.0,2.25,2.051,1.802,2.2,1.8,1.833,200.0,3.0,-0.625,-100.0,1.076,1.18,1.081,1.2,1.3,1.333,-50.0,1.0,0.8,0.858,1.093,0.8,0.7,1.056,0.0,1.0,0.276,-50.0,2.488,2.138,2.059,2.0,1.9,1.667,3000.0,3.0,2.477,2.313,1.846,2.6,2.3,1.944,200.0,3.0,0.0110000000000001,2800.0,1,1,0.3129999999999999,0.4479999999999999,-0.135,D,0.0,0.0,1,0,0.7616146230007617,1,0,0.6997900629811058,1,0,0.6906077348066298,1,0,0.6131207847946046,0.7190265486725664,0.6986899563318777,0.7240618101545254,1.0004020908725373,0.920361601377529,1.109375,-0.21357410029805904,0.003158653021008781,-0.22347136642942222,-0.054268469006918056,-0.19222049710468417,0.0721735655011058,-0.390625,0.00012100000000000266,-0.37332100000000024,-0.030625000000000093,-0.24009999999999998,0.045369000000000034
184,2014-12-28,Queens Park Rangers,Crystal Palace,1.565,1.435,1.132,1.4,1.5,1.167,-50.0,1.0,0.663,0.795,0.943,0.4,0.9,1.111,-50.0,1.0,0.902,0.0,1.911,1.818,1.703,1.8,1.6,1.889,2000.0,2.0,2.058,1.761,1.72,1.6,1.6,1.667,50.0,3.0,-0.1469999999999998,1950.0,1.144,1.12,0.896,1.2,1.3,0.944,-100.0,0.0,0.402,0.591,0.61,0.4,0.7,0.833,-100.0,0.0,0.7419999999999999,0.0,1,0,0.433,-0.2799999999999999,0.713,D,0.0,0.0,1,0,0.6978367062107467,1,0,0.8012820512820514,0,1,0.7812500000000001,0,1,0.8278145695364238,2.3254086181277858,1.7826086956521738,1.1878279118572928,2.7766990291262132,1.863560732113145,1.4451612903225808,0.43333527841194214,0.4247734545961571,0.30494173459431106,0.28705333932827126,0.09282733590829495,0.1635122248364584,0.8136039999999999,0.5505639999999998,0.4096,0.2798410000000001,0.03572099999999998,0.08179600000000002
190,2014-12-29,Liverpool,Swansea City,1.102,1.133,1.287,1.2,0.9,1.222,1000.0,1.0,1.084,1.172,1.332,1.2,1.2,1.278,-50.0,1.0,0.018,1050.0,1.121,1.225,1.236,1.2,1.2,1.333,0.0,0.0,0.741,0.942,1.013,1.0,0.9,1.056,0.0,0.0,0.38,0.0,1.696,1.544,1.685,1.6,1.2,1.389,200.0,3.0,2.019,1.747,1.823,1.8,1.7,1.556,0.0,3.0,-0.3230000000000002,200.0,0,0,-0.1849999999999998,-0.248,0.0630000000000001,H,4.0,1.0,0,1,0.8438818565400845,0,0,0.9891196834817014,0,1,0.8012820512820513,0,0,0.8361204013377925,1.0073126142595978,0.9585448392554992,0.9590163934426228,0.8358797437161163,0.8787706317586795,0.9192580469176216,0.008600148563639026,-0.11315645767464128,-0.0181189625824753,-0.07677176163526102,-0.019485353447601775,-0.05011942131052421,0.00032400000000000056,-0.10432900000000012,-0.0015209999999999941,-0.04120900000000003,-0.0020250000000000138,-0.019043999999999974
199,2015-01-01,Hull City,Everton,0.752,0.737,0.827,0.6,0.5,0.947,0.0,0.0,1.129,1.2,1.416,1.0,1.0,1.526,2000.0,2.0,-0.377,-2000.0,1.113,1.191,1.103,1.0,1.3,1.368,0.0,1.0,1.987,1.711,1.661,1.8,1.4,1.632,3000.0,3.0,-0.8740000000000001,-3000.0,0.798,0.795,1.09,0.8,0.5,0.842,0.0,0.0,0.454,0.772,0.965,0.6,0.9,1.105,-100.0,0.0,0.344,100.0,0,0,-0.0749999999999999,-0.2869999999999999,0.2119999999999999,H,2.0,0.0,0,0,0.9302325581395348,0,0,0.7739938080495355,0,1,0.7770007770007771,0,1,0.6618133686300464,0.6602282704126426,0.6090909090909091,0.5799438990182328,1.7198275862068966,1.016624040920716,1.117948717948718,-0.1948943933971427,0.21235655693810104,-0.2362978731053023,0.012896169757352964,-0.27943800267669877,0.06167182065549514,-0.142129,0.11833600000000002,-0.21436899999999998,0.0005290000000000009,-0.346921,0.015625000000000028
198,2015-01-01,Liverpool,Leicester,2.068,1.654,1.545,1.4,1.3,1.368,4000.0,4.0,0.737,0.746,0.953,0.6,0.6,0.895,1000.0,1.0,1.331,3000.0,1.081,1.184,1.213,1.2,1.3,1.316,0.0,1.0,1.255,1.505,1.646,1.4,1.6,1.632,-100.0,0.0,-0.1739999999999999,100.0,2.13,1.808,1.811,1.6,1.4,1.474,3000.0,3.0,1.029,0.701,0.68,0.6,0.4,0.684,3000.0,3.0,1.101,0.0,1,0,0.5230000000000001,-0.2159999999999999,0.7390000000000001,D,2.0,2.0,1,0,0.6565988181221273,0,0,0.7581501137225171,0,1,0.8223684210526316,1,0,0.7412898443291328,2.7684069611780457,2.187830687830688,1.604361370716511,2.0500481231953804,2.5428973277074545,2.62463768115942,0.5688663962460418,0.4334899437083842,0.41874047849260526,0.5012561727498399,0.2647639981079442,0.5147464985092272,1.771561,1.2122009999999999,0.8244639999999999,1.2254490000000005,0.35046399999999994,1.2791609999999995
200,2015-01-01,Aston Villa,Crystal Palace,0.384,0.531,0.626,0.6,0.7,0.579,-100.0,0.0,0.442,0.65,0.853,0.4,0.7,1.053,-100.0,0.0,-0.0579999999999999,0.0,0.638,0.832,0.865,0.8,0.8,1.158,-100.0,0.0,1.372,1.44,1.556,1.4,1.4,1.579,-100.0,0.0,-0.7340000000000001,0.0,0.879,1.02,1.314,1.0,1.1,1.105,1000.0,1.0,0.601,0.665,0.647,0.6,0.7,0.842,1000.0,1.0,0.278,0.0,0,0,-0.242,-0.411,0.1689999999999999,D,0.0,0.0,0,1,0.8051529790660226,0,1,0.6968641114982578,0,1,0.7087172218284904,0,0,0.9560229445506692,0.8495575221238938,0.8045454545454546,0.7253765932792584,1.4386252045826515,1.511111111111111,2.0,-0.04105318166727949,0.1601112864167507,-0.07485417123694245,0.19327238798070623,-0.1306829361776039,0.3400221775759816,-0.0033639999999999994,0.07728400000000002,-0.014160999999999998,0.126025,-0.05152899999999999,0.44488900000000003
196,2015-01-01,Manchester City,Sunderland,2.318,2.27,2.195,2.0,2.2,2.158,100.0,2.0,0.563,0.69,0.927,0.6,0.8,0.842,-100.0,0.0,1.755,200.0,1.001,0.835,0.723,0.6,0.7,0.895,2000.0,2.0,1.011,1.189,1.403,0.8,1.0,1.421,-100.0,0.0,-0.01,2100.0,2.285,2.428,2.472,2.6,2.6,2.263,-66.67,1.0,1.043,1.069,1.061,1.2,1.2,1.053,-66.67,1.0,1.2420000000000002,0.0,1,0,0.1230000000000002,-0.3640000000000001,0.4870000000000003,H,3.0,2.0,1,0,0.8904719501335706,0,1,0.8424599831508005,0,1,0.7331378299120234,0,0,0.9823182711198428,4.045375218150087,3.242857142857143,2.342582710779082,2.169990503323837,2.2502316960148288,2.30812324929972,0.7527551403289133,0.47494733610108886,0.66006145597418,0.5049116019721274,0.5056226983972687,0.5215394948897818,3.0800250000000005,1.5425640000000005,2.4964000000000004,1.846881,1.6078239999999995,1.9909210000000002
197,2015-01-01,Newcastle,Burnley,1.575,1.316,1.063,1.4,1.2,1.158,200.0,3.0,1.054,0.936,0.875,0.8,0.9,0.737,2000.0,2.0,0.5209999999999999,-1800.0,2.036,1.737,1.621,2.2,1.3,1.474,2000.0,2.0,1.479,1.481,1.707,1.4,1.3,1.526,-33.33,2.0,0.5569999999999999,2033.33,1.398,1.364,1.21,1.2,1.6,1.368,0.0,3.0,0.805,0.889,0.779,0.8,1.2,0.842,1000.0,1.0,0.5929999999999999,-1000.0,1,1,0.512,0.179,0.3329999999999999,D,3.0,3.0,1,0,0.6613756613756614,1,0,0.8417508417508418,1,0,0.8481764206955046,0,0,0.9746588693957114,1.4802631578947367,1.3911205073995772,1.2011299435028249,1.7153374233128833,1.517241379310345,1.5335868187579214,0.2260604226093329,0.2840744648204781,0.17921757085636342,0.22430751102447927,0.09555257466674048,0.21694110684596332,0.2714409999999999,0.3516489999999998,0.1444,0.22562500000000008,0.03534399999999998,0.18576099999999995
